address,coordinates
"308 E 8th St, Lexington, NC 27295","{'latitude': 35.81693, 'longitude': -80.26005}"
"288 Riverwood Rd, Lexington, NC 27292","{'latitude': 35.797382, 'longitude': -80.26337}"
"415 Westover Dr, Lexington, NC 27292","{'latitude': 35.831154, 'longitude': -80.25969}"
"109 Hemlock Dr, Lexington, NC 27292","{'latitude': 35.79785, 'longitude': -80.24183}"
"901 W 5th Ave, Lexington, NC 27292","{'latitude': 35.824497, 'longitude': -80.27095}"
"905 Holt St, Lexington, NC 27292","{'latitude': 35.803246, 'longitude': -80.26255}"
"705 Laurel Ave, Lexington, NC 27292","{'latitude': 35.80904, 'longitude': -80.258995}"
"300 Peacock Cir, Lexington, NC 27292","{'latitude': 35.81237, 'longitude': -80.27644}"
"5 Crutchfield Ave, Lexington, NC 27292","{'latitude': 35.808464, 'longitude': -80.27424}"
"7 Crutchfield Ave, Lexington, NC 27292","{'latitude': 35.808605, 'longitude': -80.27436}"
"Us Highway 29 #70, Lexington, NC 27295","{'latitude': 35.834873, 'longitude': -80.26117}"
"414 Moore Dr, Lexington, NC 27292","{'latitude': 35.80277, 'longitude': -80.27172}"
"Towhee Dr, Lexington, NC 27292","{'latitude': 35.808807, 'longitude': -80.248245}"
"9 Grimes Cres, Lexington, NC 27292","{'latitude': 35.83249, 'longitude': -80.25365}"
"117 W 1st Ave, Lexington, NC 27292","{'latitude': 35.824833, 'longitude': -80.25605}"
"Lakewood Dr, Lexington, NC","{'latitude': 35.8038, 'longitude': -80.24441}"
"811 Weaver Dr, Lexington, NC 27292","{'latitude': 35.802204, 'longitude': -80.249466}"
"502 Glenwood Dr, Lexington, NC 27292","{'latitude': 35.819096, 'longitude': -80.27562}"
"413 Lakewood Dr, Lexington, NC 27292","{'latitude': 35.802715, 'longitude': -80.24475}"
"621 Fairview Dr, Lexington, NC 27292","{'latitude': 35.806843, 'longitude': -80.2516}"
"308 Ridgecrest Dr, Lexington, NC 27292","{'latitude': 35.801197, 'longitude': -80.24334}"
"8 Arbor Dr, Lexington, NC 27292","{'latitude': 35.799965, 'longitude': -80.22589}"
"1528 E Old Highway 64, Lexington, NC 27292","{'latitude': 35.812454, 'longitude': -80.232216}"
"710 Highland Dr, Lexington, NC 27292","{'latitude': 35.822037, 'longitude': -80.27195}"
"931 W 5th Ave, Lexington, NC 27292","{'latitude': 35.824963, 'longitude': -80.27288}"
"17 Curry St, Lexington, NC 27292","{'latitude': 35.817562, 'longitude': -80.246544}"
"819 W 5th Ave, Lexington, NC 27292","{'latitude': 35.824512, 'longitude': -80.270355}"
"331 Peacock Cir, Lexington, NC 27292","{'latitude': 35.813107, 'longitude': -80.27761}"
"111 Foyell St, Lexington, NC 27292","{'latitude': 35.80162, 'longitude': -80.26867}"
"W Center St, Lexington, NC 27292","{'latitude': 35.83209, 'longitude': -80.26803}"
"305 Druid Hills Dr, Lexington, NC 27292","{'latitude': 35.810516, 'longitude': -80.23451}"
"305 Druid Hills Dr, Lexington, NC 27292","{'latitude': 35.81078, 'longitude': -80.23441}"
"322 Peacock Cir, Lexington, NC 27292","{'latitude': 35.813557, 'longitude': -80.27733}"
"712 Highland Dr, Lexington, NC 27292","{'latitude': 35.821754, 'longitude': -80.2722}"
"500 Tussey St, Lexington, NC 27292","{'latitude': 35.82574, 'longitude': -80.2429}"
"200 S State St, Lexington, NC","{'latitude': 35.823597, 'longitude': -80.25639}"
"1 Cedar Ln, Lexington, NC 27292","{'latitude': 35.80195, 'longitude': -80.24598}"
"320 Kindley St, Lexington, NC 27292","{'latitude': 35.804707, 'longitude': -80.26491}"
"Burler St, Lexington, NC 27292","{'latitude': 35.83068, 'longitude': -80.266754}"
"320 Burler St #51-59, Lexington, NC 27292","{'latitude': 35.828106, 'longitude': -80.26809}"
"219 Vance St, Lexington, NC 27292","{'latitude': 35.826202, 'longitude': -80.25959}"
"21 Vance Cir, Lexington, NC 27292","{'latitude': 35.827633, 'longitude': -80.256294}"
"1618 Bridge St, Lexington, NC 27292","{'latitude': 35.806263, 'longitude': -80.2738}"
"606 Market St, Lexington, NC 27292","{'latitude': 35.823177, 'longitude': -80.26759}"
"1005 Thomason St, Lexington, NC 27292","{'latitude': 35.82077, 'longitude': -80.236725}"
"303 Mendota Ave, Lexington, NC 27292","{'latitude': 35.80432, 'longitude': -80.267944}"
"402 Moore Dr, Lexington, NC 27292","{'latitude': 35.80403, 'longitude': -80.27159}"
"406 W 4th Ave, Lexington, NC 27292","{'latitude': 35.825092, 'longitude': -80.26131}"
"318 Idlewild Dr, Lexington, NC 27295","{'latitude': 35.8283, 'longitude': -80.27917}"
"26 Harrington Ave, Lexington, NC 27292","{'latitude': 35.811985, 'longitude': -80.2707}"
"409 Westside Dr, Lexington, NC 27292","{'latitude': 35.825073, 'longitude': -80.263504}"
"301 Peacock Cir, Lexington, NC 27292","{'latitude': 35.812206, 'longitude': -80.27635}"
"1103 W 5th Ave, Lexington, NC 27295","{'latitude': 35.826477, 'longitude': -80.277336}"
"307 Peacock Cir, Lexington, NC 27292","{'latitude': 35.812763, 'longitude': -80.276505}"
"305 Peacock Cir, Lexington, NC 27292","{'latitude': 35.812603, 'longitude': -80.276505}"
"303 Peacock Cir, Lexington, NC 27292","{'latitude': 35.81246, 'longitude': -80.276505}"
"321 Pearson Dr, Lexington, NC 27292","{'latitude': 35.81197, 'longitude': -80.27904}"
"316 Pearson Dr, Lexington, NC 27292","{'latitude': 35.812202, 'longitude': -80.27864}"
"612 Peachtree St, Lexington, NC 27292","{'latitude': 35.803276, 'longitude': -80.24783}"
"5 Chestnut St, Lexington, NC 27292","{'latitude': 35.82973, 'longitude': -80.25358}"
"18 Sunrise Ave #&-16, Lexington, NC 27292","{'latitude': 35.81245, 'longitude': -80.24714}"
"413 Arbor Dr, Lexington, NC 27292","{'latitude': 35.796616, 'longitude': -80.22294}"
"308 Washburn St, Lexington, NC 27292","{'latitude': 35.805195, 'longitude': -80.26652}"
"117 Harrington Ave, Lexington, NC 27292","{'latitude': 35.81339, 'longitude': -80.27214}"
"213 Snider Ave, Lexington, NC 27292","{'latitude': 35.81053, 'longitude': -80.27827}"
"300 Mount View Ct, Lexington, NC 27292","{'latitude': 35.801704, 'longitude': -80.230804}"
"117 Goodluck Dr, Lexington, NC 27292","{'latitude': 35.806755, 'longitude': -80.27957}"
"328 Pennington Ave, Lexington, NC 27292","{'latitude': 35.80239, 'longitude': -80.26771}"
"335 Peacock Cir, Lexington, NC 27292","{'latitude': 35.81255, 'longitude': -80.27762}"
"309 Peacock Cir, Lexington, NC 27292","{'latitude': 35.813366, 'longitude': -80.27701}"
"329 Peacock Cir, Lexington, NC 27292","{'latitude': 35.813248, 'longitude': -80.277405}"
"333 Peacock Cir, Lexington, NC 27292","{'latitude': 35.81277, 'longitude': -80.27757}"
"313 Pearson Dr, Lexington, NC 27292","{'latitude': 35.811703, 'longitude': -80.27844}"
"105 Michael Branch Rd, Lexington, NC 27292","{'latitude': 35.818905, 'longitude': -80.277596}"
"103 Michael Branch Rd, Lexington, NC 27292","{'latitude': 35.819103, 'longitude': -80.27503}"
"101 Michael Branch Rd, Lexington, NC 27292","{'latitude': 35.81898, 'longitude': -80.27502}"
"319 Pearson Dr, Lexington, NC 27292","{'latitude': 35.81208, 'longitude': -80.27858}"
"Druid Hills Dr, Lexington, NC 27292","{'latitude': 35.81046, 'longitude': -80.23603}"
"505 Lou Ln, Lexington, NC 27292","{'latitude': 35.83434, 'longitude': -80.25015}"
"308 Druid Hills Dr, Lexington, NC 27292","{'latitude': 35.810314, 'longitude': -80.235}"
"420 Pine St, Lexington, NC 27292","{'latitude': 35.82558, 'longitude': -80.24581}"
"303 Shoaf St, Lexington, NC 27292","{'latitude': 35.828564, 'longitude': -80.26615}"
"422 Pine St, Lexington, NC 27292","{'latitude': 35.825703, 'longitude': -80.24566}"
"420 Pine St #20A, Lexington, NC 27292","{'latitude': 35.82554, 'longitude': -80.245735}"
"422 Pine St #17, Lexington, NC 27292","{'latitude': 35.825672, 'longitude': -80.245605}"
"787 Nottingham Dr, Lexington, NC 27292","{'latitude': 35.82361, 'longitude': -80.27266}"
"604 Southbound St, Lexington, NC 27292","{'latitude': 35.82264, 'longitude': -80.266556}"
"179 Jack Rabbit Ct, Lexington, NC 27292","{'latitude': 35.825703, 'longitude': -80.25497}"
"426 W 6th Ave, Lexington, NC 27292","{'latitude': 35.823013, 'longitude': -80.26446}"
"318 Pearson Dr, Lexington, NC 27292","{'latitude': 35.811966, 'longitude': -80.27818}"
"306 Pearson Dr, Lexington, NC","{'latitude': 35.81202, 'longitude': -80.27661}"
"511 Glenwood Dr, Lexington, NC 27292","{'latitude': 35.81854, 'longitude': -80.27662}"
"21 Robbins Cres, Lexington, NC 27292","{'latitude': 35.81591, 'longitude': -80.266495}"
"12 Forest Dr, Lexington, NC 27292","{'latitude': 35.79802, 'longitude': -80.253746}"
"304 Pearson Dr, Lexington, NC 27292","{'latitude': 35.812206, 'longitude': -80.27651}"
"200 Snider Ave, Lexington, NC 27292","{'latitude': 35.809452, 'longitude': -80.278015}"
"304 Hilltop Dr, Lexington, NC 27292","{'latitude': 35.805283, 'longitude': -80.25165}"
"1004 E Center St, Lexington, NC 27292","{'latitude': 35.81082, 'longitude': -80.24442}"
"204 Lakewood Dr, Lexington, NC 27292","{'latitude': 35.80501, 'longitude': -80.24192}"
"437 W 6th Ave, Lexington, NC 27292","{'latitude': 35.822575, 'longitude': -80.26551}"
"314 Pearson Dr, Lexington, NC 27292","{'latitude': 35.811996, 'longitude': -80.27801}"
"217 Alamos Ave, Lexington, NC","{'latitude': 35.824028, 'longitude': -80.25339}"
"2 Williams St, Lexington, NC 27292","{'latitude': 35.82829, 'longitude': -80.25974}"
"424 Pine St, Lexington, NC 27292","{'latitude': 35.825806, 'longitude': -80.245285}"
"S Salisbury St, Lexington, NC","{'latitude': 35.812374, 'longitude': -80.264015}"
"315 Hillcrest Dr, Lexington, NC 27292","{'latitude': 35.830402, 'longitude': -80.25511}"
"504 Summit Dr, Lexington, NC 27295","{'latitude': 35.82667, 'longitude': -80.27916}"
"611 Westside Dr, Lexington, NC 27292","{'latitude': 35.8242, 'longitude': -80.261986}"
"405 Westside Dr, Lexington, NC 27292","{'latitude': 35.82664, 'longitude': -80.2639}"
"308 Pearson Dr, Lexington, NC 27292","{'latitude': 35.812145, 'longitude': -80.27759}"
"311 Pearson Dr, Lexington, NC 27292","{'latitude': 35.811703, 'longitude': -80.277725}"
"4 Crutchfield Ave, Lexington, NC 27292","{'latitude': 35.808624, 'longitude': -80.27391}"
"315 Pearson Dr, Lexington, NC 27292","{'latitude': 35.81208, 'longitude': -80.27661}"
"262 Jackson Way #42, Lexington, NC 27292","{'latitude': 35.797688, 'longitude': -80.26509}"
"203 Eastside Dr, Lexington, NC 27292","{'latitude': 35.80521, 'longitude': -80.24313}"
"401 Country Club Dr, Lexington, NC 27292","{'latitude': 35.800396, 'longitude': -80.24725}"
"312 Pearson Dr, Lexington, NC 27292","{'latitude': 35.811974, 'longitude': -80.27787}"
"211 S Payne St, Lexington, NC 27292","{'latitude': 35.827427, 'longitude': -80.26171}"
"312 Moore Dr, Lexington, NC 27292","{'latitude': 35.80524, 'longitude': -80.27155}"
"902 Fairview Dr, Lexington, NC 27292","{'latitude': 35.802963, 'longitude': -80.252945}"
"Stamey's Development, Lexington, NC 27292","{'latitude': 35.808456, 'longitude': -80.27654}"
"0 Snider Ave, Lexington, NC 27292","{'latitude': 35.80852, 'longitude': -80.278275}"
"103 Alpine Dr, Lexington, NC 27292","{'latitude': 35.797268, 'longitude': -80.23884}"
"28 Goodluck Dr, Lexington, NC 27292","{'latitude': 35.807945, 'longitude': -80.278625}"
"304 Raeford Ave, Lexington, NC 27292","{'latitude': 35.811565, 'longitude': -80.25542}"
"1210 Thomason St, Lexington, NC 27292","{'latitude': 35.818356, 'longitude': -80.23422}"
"1205 E Center St, Lexington, NC 27292","{'latitude': 35.807343, 'longitude': -80.239784}"
"112 Lohr St, Lexington, NC 27292","{'latitude': 35.808834, 'longitude': -80.24308}"
"204 Martin St, Lexington, NC 27292","{'latitude': 35.828815, 'longitude': -80.2623}"
"505 Cotton Grove Rd, Lexington, NC 27292","{'latitude': 35.806767, 'longitude': -80.26273}"
"884 W Center Street Ext, Lexington, NC 27295","{'latitude': 35.82925, 'longitude': -80.260994}"
"607 Station Dr, Lexington, NC 27292","{'latitude': 35.826656, 'longitude': -80.26283}"
"406 Beckner St, Lexington, NC 27292","{'latitude': 35.810066, 'longitude': -80.25635}"
"270 W 5th St, Lexington, NC 27292","{'latitude': 35.831074, 'longitude': -80.25155}"
"215 Park St, Lexington, NC 27292","{'latitude': 35.8251, 'longitude': -80.259476}"
"400 Country Club Dr, Lexington, NC 27292","{'latitude': 35.800213, 'longitude': -80.24446}"
"605 Adams St, Lexington, NC 27292","{'latitude': 35.825176, 'longitude': -80.23753}"
"105 Sequoia Dr, Lexington, NC 27292","{'latitude': 35.7971, 'longitude': -80.24013}"
"305 Pearson Dr, Lexington, NC","{'latitude': 35.811985, 'longitude': -80.27682}"
"309 Pearson Dr, Lexington, NC 27292","{'latitude': 35.81194, 'longitude': -80.27738}"
"122 S Cecil St, Lexington, NC 27292","{'latitude': 35.81648, 'longitude': -80.24886}"
"307 Pearson Dr, Lexington, NC 27292","{'latitude': 35.8121, 'longitude': -80.27765}"
"636 Smith Ave, Lexington, NC 27292","{'latitude': 35.803806, 'longitude': -80.25957}"
"26 E 5th Ave, Lexington, NC 27292","{'latitude': 35.819664, 'longitude': -80.25643}"
"6 Covey Ct, Lexington, NC 27292","{'latitude': 35.815987, 'longitude': -80.276405}"
"223 Aberdeen Dr, Lexington, NC 27292","{'latitude': 35.80977, 'longitude': -80.27312}"
"108 Parker St, Lexington, NC 27292","{'latitude': 35.804356, 'longitude': -80.25842}"
"328 Kindley St, Lexington, NC 27292","{'latitude': 35.80404, 'longitude': -80.264725}"
"208 Agner Ln, Lexington, NC 27292","{'latitude': 35.809563, 'longitude': -80.23628}"
"515 Poplar St, Lexington, NC 27292","{'latitude': 35.8266, 'longitude': -80.24366}"
"20 Martin Luther King Jr Blvd, Lexington, NC 27292","{'latitude': 35.832294, 'longitude': -80.251015}"
"207 Shoaf St, Lexington, NC 27292","{'latitude': 35.829227, 'longitude': -80.26572}"
"615 Fairview Dr, Lexington, NC 27292","{'latitude': 35.80761, 'longitude': -80.2515}"
"211 Park St, Lexington, NC 27292","{'latitude': 35.825256, 'longitude': -80.25916}"
"111 W 6th Ave, Lexington, NC 27292","{'latitude': 35.820377, 'longitude': -80.260895}"
"200 Country Club Dr, Lexington, NC 27292","{'latitude': 35.800995, 'longitude': -80.249664}"
"202 Druid Hills Dr, Lexington, NC 27292","{'latitude': 35.81008, 'longitude': -80.23667}"
"105 Quail Ridge Ct, Lexington, NC 27292","{'latitude': 35.809887, 'longitude': -80.24573}"
"309 Washburn St, Lexington, NC 27292","{'latitude': 35.804596, 'longitude': -80.26681}"
"301 Pope St, Lexington, NC 27292","{'latitude': 35.810814, 'longitude': -80.27357}"
"285 Baney Dr, Lexington, NC 27292","{'latitude': 35.796333, 'longitude': -80.27675}"
"302 Carters Grove Rd, Lexington, NC 27292","{'latitude': 35.797134, 'longitude': -80.270645}"
"205 S Payne St, Lexington, NC 27292","{'latitude': 35.827873, 'longitude': -80.26123}"
"2 Robbins Cir, Lexington, NC 27292","{'latitude': 35.81568, 'longitude': -80.26448}"
"316 Rosemary Dr, Lexington, NC 27292","{'latitude': 35.82564, 'longitude': -80.26256}"
"15 Pickard Cres, Lexington, NC 27292","{'latitude': 35.81489, 'longitude': -80.26521}"
"705 Greenway Dr, Lexington, NC 27292","{'latitude': 35.831837, 'longitude': -80.25928}"
"101 Martin Luther King Jr Blvd, Lexington, NC 27292","{'latitude': 35.831596, 'longitude': -80.25126}"
"302 Pearson Dr, Lexington, NC 27292","{'latitude': 35.81202, 'longitude': -80.27641}"
"301 Pearson Dr, Lexington, NC 27292","{'latitude': 35.812195, 'longitude': -80.27765}"
"102 Dellwood Dr, Lexington, NC 27292","{'latitude': 35.80269, 'longitude': -80.23355}"
"102 Quail Ridge Ct, Lexington, NC 27292","{'latitude': 35.810112, 'longitude': -80.24548}"
"16 Oak Ave, Lexington, NC 27292","{'latitude': 35.807644, 'longitude': -80.25333}"
"101 W Martin Luther King Jr Blvd, Lexington, NC 27292","{'latitude': 35.83163, 'longitude': -80.251236}"
"1012 Craver Dr, Lexington, NC 27292","{'latitude': 35.820248, 'longitude': -80.23195}"
"402 Western Blvd, Lexington, NC 27295","{'latitude': 35.83115, 'longitude': -80.276985}"
"105 S Cecil St, Lexington, NC 27292","{'latitude': 35.81776, 'longitude': -80.249504}"
"100 Hilton St, Lexington, NC 27292","{'latitude': 35.809242, 'longitude': -80.27481}"
"203 Druid Hills Dr, Lexington, NC 27292","{'latitude': 35.810303, 'longitude': -80.23736}"
"Martin Luther King Jr Blvd, Lexington, NC","{'latitude': 35.833344, 'longitude': -80.2528}"
"401 Fairview Dr, Lexington, NC 27292","{'latitude': 35.81208, 'longitude': -80.2511}"
"Mocksville Ave, Lexington, NC 27292","{'latitude': 35.82243, 'longitude': -80.268616}"
"421 Myers Park Dr, Lexington, NC 27292","{'latitude': 35.812656, 'longitude': -80.25237}"
"0 Myers Park Dr, Lexington, NC 27292","{'latitude': 35.813473, 'longitude': -80.25246}"
"Ward Curry Rd, Lexington, NC 27292","{'latitude': 35.806404, 'longitude': -80.218956}"
"0 Ward Curry Rd, Lexington, NC 27292","{'latitude': 35.810146, 'longitude': -80.217804}"
"503 Weaver Dr, Lexington, NC 27292","{'latitude': 35.80566, 'longitude': -80.24788}"
"W Us Highway 64, Lexington, NC","{'latitude': 35.833263, 'longitude': -80.27399}"
"214 Aberdeen Dr, Lexington, NC 27292","{'latitude': 35.809895, 'longitude': -80.273964}"
"415 Linwood Rd, Lexington, NC 27292","{'latitude': 35.79782, 'longitude': -80.26751}"
"415 Old Linwood Rd, Lexington, NC 27292","{'latitude': 35.797867, 'longitude': -80.267555}"
"11 Harrington Ave, Lexington, NC 27292","{'latitude': 35.81046, 'longitude': -80.27025}"
"309 W 2nd St, Lexington, NC 27292","{'latitude': 35.82821, 'longitude': -80.25592}"
"113 Dearr Dr, Lexington, NC 27292","{'latitude': 35.81138, 'longitude': -80.23803}"
"421 Woodsway Dr, Lexington, NC 27292","{'latitude': 35.808914, 'longitude': -80.25367}"
"307 Carolina Ave, Lexington, NC 27292","{'latitude': 35.81261, 'longitude': -80.255196}"
"310 Bruce St, Lexington, NC 27292","{'latitude': 35.8033, 'longitude': -80.2703}"
"502 Bellwood St, Lexington, NC 27292","{'latitude': 35.80438, 'longitude': -80.250275}"
"Hemlock Dr, Lexington, NC","{'latitude': 35.79706, 'longitude': -80.24115}"
"321 Kindley St, Lexington, NC 27292","{'latitude': 35.804386, 'longitude': -80.26532}"
"110 Michael Branch Rd, Lexington, NC","{'latitude': 35.818947, 'longitude': -80.27539}"
"400 Western Blvd, Lexington, NC 27295","{'latitude': 35.83099, 'longitude': -80.27663}"
"7 E 13th Ave, Lexington, NC 27292","{'latitude': 35.810535, 'longitude': -80.26716}"
"203 Spruce St, Lexington, NC 27292","{'latitude': 35.829796, 'longitude': -80.2679}"
"104 Village Dr, Lexington, NC 27292","{'latitude': 35.80063, 'longitude': -80.26222}"
"705 Tussey St, Lexington, NC 27292","{'latitude': 35.827427, 'longitude': -80.23856}"
"800 Kildee Dr, Lexington, NC 27292","{'latitude': 35.805305, 'longitude': -80.25099}"
"410 Irma Ave, Lexington, NC 27292","{'latitude': 35.80791, 'longitude': -80.26415}"
"218 Pope St, Lexington, NC 27292","{'latitude': 35.81157, 'longitude': -80.27228}"
"201 Glenoaks Dr, Lexington, NC 27292","{'latitude': 35.817444, 'longitude': -80.2749}"
"LOT 1&2 Childers Ct, Lexington, NC 27292","{'latitude': 35.83435, 'longitude': -80.25501}"
"216 E 10th Avenue Ext, Lexington, NC 27292","{'latitude': 35.812798, 'longitude': -80.25948}"
"120 Covenant Ln, Lexington, NC 27292","{'latitude': 35.800316, 'longitude': -80.27504}"
"215 Agner Ln, Lexington, NC 27292","{'latitude': 35.81002, 'longitude': -80.23509}"
"505 Glenwood Dr, Lexington, NC 27292","{'latitude': 35.818737, 'longitude': -80.275734}"
"509 Glenwood Dr, Lexington, NC 27292","{'latitude': 35.818817, 'longitude': -80.27554}"
"820 Hargrave St, Lexington, NC 27292","{'latitude': 35.818623, 'longitude': -80.264114}"
"214 Fairview Dr, Lexington, NC","{'latitude': 35.81705, 'longitude': -80.25054}"
"408 Woodsway Dr, Lexington, NC 27292","{'latitude': 35.810947, 'longitude': -80.25395}"
"307 Washburn St, Lexington, NC 27292","{'latitude': 35.804848, 'longitude': -80.26694}"
"604 Long St, Lexington, NC 27292","{'latitude': 35.806057, 'longitude': -80.2469}"
"408 Idlewild Dr, Lexington, NC 27295","{'latitude': 35.827587, 'longitude': -80.27796}"
"126 Dellwood Dr, Lexington, NC 27292","{'latitude': 35.80119, 'longitude': -80.234055}"
"5 Vance St, Lexington, NC 27292","{'latitude': 35.82744, 'longitude': -80.2582}"
"305 Hoover Dr, Lexington, NC 27292","{'latitude': 35.811317, 'longitude': -80.25699}"
"210 Avondale Dr, Lexington, NC 27295","{'latitude': 35.829597, 'longitude': -80.27622}"
